,Sex,Age,Height,Weight,Season,Sport,Medal
189798,M,48.0,,,Summer,Art Competitions,
189799,M,48.0,,,Summer,Art Competitions,
189800,M,52.0,,,Summer,Art Competitions,
189801,M,23.0,,,Summer,Football,
189802,M,25.0,190.0,95.0,Winter,Bobsleigh,
189803,M,47.0,178.0,72.0,Summer,Equestrianism,
189804,M,47.0,178.0,72.0,Summer,Equestrianism,
189805,M,27.0,182.0,77.0,Summer,Rowing,2.0
189806,M,23.0,,,Summer,Shooting,
189807,M,20.0,170.0,65.0,Winter,Luge,3.0
189808,M,24.0,170.0,65.0,Winter,Luge,
189809,F,23.0,168.0,57.0,Summer,Synchronized Swimming,
189810,F,20.0,190.0,90.0,Summer,Volleyball,
189811,M,18.0,185.0,72.0,Winter,Cross Country Skiing,
189812,M,22.0,185.0,72.0,Winter,Cross Country Skiing,
189813,M,22.0,185.0,72.0,Winter,Cross Country Skiing,
189814,M,,,,Summer,Rowing,
189815,M,25.0,178.0,70.0,Winter,Cross Country Skiing,
189816,M,25.0,178.0,70.0,Winter,Cross Country Skiing,
189817,M,25.0,178.0,70.0,Winter,Cross Country Skiing,
189818,M,25.0,178.0,70.0,Winter,Cross Country Skiing,
189819,M,29.0,178.0,70.0,Winter,Cross Country Skiing,
189820,M,29.0,178.0,70.0,Winter,Cross Country Skiing,
189821,M,22.0,195.0,94.0,Summer,Rowing,
189822,M,26.0,195.0,94.0,Summer,Rowing,
189823,M,26.0,175.0,71.0,Winter,Biathlon,
189824,M,26.0,175.0,71.0,Winter,Biathlon,
189825,M,26.0,175.0,71.0,Winter,Biathlon,
189826,M,23.0,171.0,87.0,Summer,Weightlifting,
189827,M,22.0,186.0,77.0,Summer,Athletics,
189828,M,22.0,186.0,77.0,Summer,Athletics,
189829,M,22.0,186.0,77.0,Summer,Athletics,
189830,M,26.0,174.0,70.0,Summer,Athletics,
189831,F,27.0,180.0,70.0,Winter,Snowboarding,
189832,M,47.0,,,Summer,Shooting,
189833,M,22.0,,,Summer,Athletics,
189834,F,21.0,,,Winter,Figure Skating,3.0
189835,F,,,,Summer,Athletics,
189836,F,,,,Summer,Athletics,
189837,M,23.0,180.0,88.0,Summer,Weightlifting,
189838,M,27.0,180.0,88.0,Summer,Weightlifting,
189839,F,23.0,180.0,67.0,Summer,Athletics,
189840,M,29.0,183.0,80.0,Summer,Shooting,
189841,M,29.0,183.0,80.0,Summer,Shooting,1.0
189842,M,33.0,183.0,80.0,Summer,Shooting,
189843,M,33.0,183.0,80.0,Summer,Shooting,
189844,M,37.0,183.0,80.0,Summer,Shooting,
189845,M,25.0,198.0,94.0,Summer,Rowing,
189846,F,25.0,171.0,64.0,Summer,Canoeing,
189847,F,29.0,171.0,64.0,Summer,Canoeing,
189848,M,20.0,,48.0,Summer,Boxing,
189849,M,25.0,211.0,120.0,Summer,Basketball,
189850,M,25.0,198.0,93.0,Summer,Basketball,
189851,M,28.0,,,Winter,Ski Jumping,
189852,F,20.0,168.0,60.0,Winter,Alpine Skiing,
189853,M,28.0,168.0,65.0,Summer,Shooting,
189854,M,21.0,,,Winter,Alpine Skiing,1.0
189855,M,25.0,,,Winter,Alpine Skiing,
189856,F,17.0,,,Winter,Alpine Skiing,
189857,M,28.0,186.0,82.0,Summer,Equestrianism,
189858,M,28.0,186.0,82.0,Summer,Equestrianism,
189859,M,29.0,185.0,86.0,Summer,Canoeing,
189860,M,29.0,185.0,86.0,Summer,Canoeing,
189861,M,20.0,189.0,96.0,Winter,Luge,
189862,M,26.0,189.0,96.0,Winter,Luge,
189863,M,30.0,189.0,96.0,Winter,Luge,
189864,M,34.0,189.0,96.0,Winter,Luge,1.0
189865,M,38.0,189.0,96.0,Winter,Luge,
189866,M,22.0,180.0,78.0,Winter,Cross Country Skiing,
189867,M,22.0,180.0,78.0,Winter,Cross Country Skiing,
189868,M,22.0,180.0,78.0,Winter,Cross Country Skiing,
189869,M,24.0,180.0,78.0,Winter,Cross Country Skiing,
189870,M,24.0,180.0,78.0,Winter,Cross Country Skiing,
189871,M,20.0,190.0,,Summer,Basketball,
189872,M,26.0,,,Summer,Art Competitions,
189873,M,26.0,,,Summer,Art Competitions,
189874,M,26.0,,,Summer,Art Competitions,
189875,M,22.0,183.0,75.0,Winter,Speed Skating,
189876,M,27.0,183.0,73.0,Summer,Athletics,
189877,M,23.0,175.0,72.0,Summer,Sailing,
189878,M,21.0,,,Summer,Cycling,
189879,M,21.0,,,Summer,Cycling,
189880,M,21.0,,,Summer,Cycling,
189881,M,25.0,173.0,66.0,Summer,Shooting,
189882,F,20.0,158.0,51.0,Summer,Gymnastics,
189883,F,20.0,158.0,51.0,Summer,Gymnastics,
189884,F,20.0,158.0,51.0,Summer,Gymnastics,
189885,F,20.0,158.0,51.0,Summer,Gymnastics,
189886,F,20.0,158.0,51.0,Summer,Gymnastics,
189887,F,20.0,158.0,51.0,Summer,Gymnastics,
189888,M,27.0,186.0,82.0,Summer,Football,
189889,M,30.0,,,Summer,Shooting,
189890,M,30.0,,,Summer,Shooting,
189891,M,30.0,,,Summer,Shooting,
189892,M,28.0,182.0,84.0,Summer,Fencing,
189893,M,28.0,182.0,84.0,Summer,Fencing,
189894,M,23.0,,,Summer,Water Polo,
189895,M,,,,Summer,Art Competitions,
189896,M,,,,Summer,Art Competitions,
189897,M,,,,Summer,Art Competitions,
189898,M,,,,Summer,Art Competitions,
189899,M,,,,Summer,Art Competitions,
189900,F,17.0,168.0,55.0,Summer,Swimming,
189901,F,17.0,168.0,55.0,Summer,Swimming,
189902,F,17.0,168.0,55.0,Summer,Swimming,
189903,M,24.0,184.0,81.0,Winter,Alpine Skiing,
189904,M,31.0,180.0,66.0,Summer,Athletics,
189905,M,35.0,180.0,66.0,Summer,Athletics,
189906,M,25.0,,,Summer,Athletics,
189907,M,33.0,,,Summer,Fencing,
189908,M,33.0,,,Summer,Fencing,
189909,M,33.0,,,Summer,Fencing,
189910,M,33.0,,,Summer,Fencing,
189911,F,27.0,164.0,55.0,Summer,Hockey,
189912,M,25.0,183.0,75.0,Summer,Athletics,
189913,M,31.0,182.0,72.0,Summer,Triathlon,
189914,M,28.0,174.0,65.0,Summer,Modern Pentathlon,
189915,F,17.0,170.0,54.0,Summer,Synchronized Swimming,
189916,F,21.0,170.0,54.0,Summer,Synchronized Swimming,
189917,M,,,,Summer,Shooting,
189918,F,15.0,,,Summer,Gymnastics,
189919,F,15.0,,,Summer,Gymnastics,
189920,F,15.0,,,Summer,Gymnastics,
189921,F,15.0,,,Summer,Gymnastics,
189922,F,15.0,,,Summer,Gymnastics,
189923,M,19.0,164.0,60.0,Summer,Diving,
189924,M,23.0,164.0,60.0,Summer,Diving,
189925,M,23.0,164.0,60.0,Summer,Diving,
189926,M,27.0,164.0,60.0,Summer,Diving,2.0
189927,M,27.0,164.0,60.0,Summer,Diving,
189928,M,31.0,164.0,60.0,Summer,Diving,
189929,M,25.0,175.0,76.0,Winter,Ice Hockey,
189930,M,22.0,184.0,78.0,Summer,Swimming,
189931,M,22.0,184.0,78.0,Summer,Swimming,
189932,M,26.0,184.0,78.0,Summer,Swimming,
189933,F,24.0,169.0,67.0,Summer,Handball,
189934,M,41.0,,,Summer,Shooting,
189935,M,41.0,,,Summer,Shooting,
189936,M,41.0,,,Summer,Shooting,
189937,M,45.0,,,Summer,Shooting,
189938,M,45.0,,,Summer,Shooting,
189939,M,18.0,,,Summer,Swimming,
189940,M,21.0,179.0,73.0,Summer,Football,
189941,M,,,,Summer,Shooting,
189942,M,34.0,,,Summer,Fencing,
189943,M,24.0,183.0,72.0,Winter,Figure Skating,
189944,M,26.0,183.0,72.0,Winter,Figure Skating,3.0
189945,M,30.0,183.0,72.0,Winter,Figure Skating,3.0
189946,M,50.0,,,Summer,Shooting,3.0
189947,M,44.0,,,Summer,Shooting,
189948,M,42.0,,,Summer,Art Competitions,
189949,M,42.0,,,Summer,Art Competitions,
189950,M,42.0,,,Summer,Art Competitions,
189951,M,62.0,,,Summer,Art Competitions,
189952,M,62.0,,,Summer,Art Competitions,
189953,M,62.0,,,Summer,Art Competitions,
189954,M,23.0,190.0,90.0,Summer,Rowing,
189955,F,62.0,,,Summer,Art Competitions,
189956,F,19.0,174.0,63.0,Summer,Athletics,
189957,F,24.0,174.0,63.0,Summer,Athletics,
189958,F,28.0,174.0,63.0,Summer,Athletics,
189959,F,17.0,161.0,51.0,Summer,Swimming,
189960,F,17.0,161.0,51.0,Summer,Swimming,
189961,F,17.0,161.0,51.0,Summer,Swimming,
189962,M,22.0,,,Summer,Fencing,
189963,M,22.0,,,Summer,Fencing,
189964,M,26.0,,,Summer,Fencing,
189965,M,26.0,,,Summer,Fencing,
189966,M,41.0,188.0,98.0,Summer,Shooting,
189967,M,20.0,178.0,75.0,Summer,Swimming,
189968,F,21.0,170.0,63.0,Winter,Luge,
189969,M,20.0,187.0,88.0,Winter,Ice Hockey,
189970,M,24.0,187.0,88.0,Winter,Ice Hockey,
189971,M,21.0,185.0,80.0,Summer,Handball,
189972,M,33.0,170.0,83.0,Summer,Weightlifting,
189973,M,23.0,190.0,87.0,Summer,Beach Volleyball,
189974,M,27.0,190.0,87.0,Summer,Beach Volleyball,1.0
189975,M,22.0,185.0,85.0,Winter,Ice Hockey,2.0
189976,M,25.0,185.0,75.0,Summer,Sailing,
189977,M,29.0,185.0,75.0,Summer,Sailing,
189978,M,25.0,182.0,82.0,Winter,Ice Hockey,
189979,M,29.0,182.0,82.0,Winter,Ice Hockey,
189980,M,23.0,183.0,70.0,Summer,Athletics,
189981,M,23.0,183.0,70.0,Summer,Athletics,
189982,M,27.0,183.0,70.0,Summer,Athletics,
189983,M,27.0,183.0,70.0,Summer,Athletics,
189984,M,26.0,178.0,,Winter,Ice Hockey,3.0
189985,M,23.0,178.0,84.0,Winter,Ice Hockey,3.0
189986,M,27.0,183.0,70.0,Summer,Cycling,
189987,M,23.0,,,Winter,Ice Hockey,3.0
189988,F,15.0,162.0,57.0,Summer,Swimming,
189989,F,15.0,162.0,57.0,Summer,Swimming,
189990,F,15.0,162.0,57.0,Summer,Swimming,2.0
189991,M,22.0,181.0,64.0,Summer,Athletics,
189992,M,26.0,181.0,64.0,Summer,Athletics,3.0
189993,M,30.0,181.0,64.0,Summer,Athletics,
189994,M,22.0,179.0,65.0,Summer,Cycling,
189995,F,15.0,147.0,38.0,Summer,Gymnastics,
189996,F,15.0,147.0,38.0,Summer,Gymnastics,
189997,F,15.0,147.0,38.0,Summer,Gymnastics,
189998,F,15.0,147.0,38.0,Summer,Gymnastics,
189999,F,15.0,147.0,38.0,Summer,Gymnastics,
190000,F,15.0,147.0,38.0,Summer,Gymnastics,
190001,M,24.0,171.0,61.0,Summer,Athletics,
190002,M,28.0,171.0,61.0,Summer,Athletics,2.0
190003,M,22.0,176.0,74.0,Summer,Athletics,
190004,M,22.0,176.0,74.0,Summer,Athletics,
190005,M,24.0,191.0,87.0,Summer,Athletics,
190006,M,28.0,191.0,87.0,Summer,Athletics,
190007,M,32.0,191.0,87.0,Summer,Athletics,
190008,M,22.0,173.0,,Summer,Rowing,2.0
190009,M,26.0,,,Summer,Football,
190010,M,32.0,,,Summer,Rowing,1.0
190011,M,21.0,180.0,85.0,Winter,Alpine Skiing,
190012,M,21.0,180.0,85.0,Winter,Alpine Skiing,
190013,M,27.0,180.0,85.0,Winter,Alpine Skiing,
190014,M,27.0,180.0,85.0,Winter,Alpine Skiing,
190015,M,20.0,180.0,84.0,Winter,Ice Hockey,
190016,M,20.0,187.0,86.0,Summer,Basketball,2.0
190017,M,24.0,187.0,86.0,Summer,Basketball,
190018,M,23.0,,,Summer,Rowing,
190019,M,61.0,,,Summer,Art Competitions,
190020,M,,,,Summer,Art Competitions,
190021,M,21.0,,,Summer,Athletics,
190022,M,21.0,,,Summer,Athletics,
190023,M,21.0,176.0,70.0,Summer,Cycling,
190024,M,22.0,,,Winter,Ice Hockey,
190025,M,27.0,179.0,89.0,Winter,Ice Hockey,
190026,M,31.0,179.0,89.0,Winter,Ice Hockey,
190027,F,19.0,158.0,60.0,Summer,Hockey,
190028,F,,,,Summer,Fencing,
190029,M,,,,Summer,Hockey,
190030,M,23.0,200.0,88.0,Summer,Volleyball,
190031,M,25.0,176.0,72.0,Winter,Luge,1.0
190032,M,29.0,176.0,72.0,Winter,Luge,
190033,M,29.0,176.0,72.0,Winter,Luge,
190034,F,20.0,185.0,82.0,Summer,Rowing,2.0
190035,M,22.0,182.0,80.0,Summer,Hockey,1.0
190036,M,30.0,182.0,80.0,Summer,Hockey,
190037,M,34.0,182.0,80.0,Summer,Hockey,
190038,M,22.0,182.0,82.0,Summer,Hockey,1.0
190039,M,30.0,182.0,82.0,Summer,Hockey,
190040,M,34.0,182.0,82.0,Summer,Hockey,
190041,M,22.0,198.0,91.0,Summer,Rowing,
190042,M,,,,Summer,Equestrianism,
190043,M,,,,Summer,Equestrianism,
190044,F,23.0,168.0,56.0,Winter,Speed Skating,
190045,F,27.0,168.0,56.0,Winter,Speed Skating,
190046,F,22.0,168.0,58.0,Summer,Canoeing,
190047,M,23.0,175.0,75.0,Summer,Cycling,
190048,F,24.0,,,Summer,Hockey,1.0
190049,M,20.0,180.0,107.0,Summer,Weightlifting,
190050,M,24.0,180.0,107.0,Summer,Weightlifting,
190051,M,19.0,187.0,80.0,Summer,Tennis,
190052,F,24.0,,,Summer,Art Competitions,
190053,M,23.0,173.0,75.0,Winter,Alpine Skiing,
190054,M,22.0,,,Summer,Football,
190055,M,20.0,184.0,80.0,Summer,Shooting,1.0
190056,M,24.0,184.0,80.0,Summer,Shooting,
190057,M,24.0,184.0,80.0,Summer,Shooting,
190058,M,28.0,184.0,80.0,Summer,Shooting,
190059,M,28.0,184.0,80.0,Summer,Shooting,
190060,M,28.0,184.0,80.0,Summer,Shooting,
190061,M,32.0,184.0,80.0,Summer,Shooting,
190062,M,32.0,184.0,80.0,Summer,Shooting,
190063,M,32.0,184.0,80.0,Summer,Shooting,
190064,M,36.0,184.0,80.0,Summer,Shooting,
190065,M,36.0,184.0,80.0,Summer,Shooting,
190066,M,36.0,184.0,80.0,Summer,Shooting,
190067,M,44.0,184.0,80.0,Summer,Shooting,
190068,M,44.0,184.0,80.0,Summer,Shooting,
190069,M,19.0,,,Summer,Water Polo,2.0
190070,M,23.0,,,Summer,Water Polo,1.0
190071,M,31.0,,,Summer,Water Polo,2.0
190072,M,35.0,,,Summer,Water Polo,2.0
190073,M,24.0,189.0,83.0,Summer,Rowing,
190074,M,28.0,189.0,83.0,Summer,Rowing,
190075,F,17.0,171.0,60.0,Summer,Athletics,
190076,F,20.0,166.0,58.0,Summer,Swimming,
190077,F,20.0,166.0,58.0,Summer,Swimming,1.0
190078,F,20.0,166.0,58.0,Summer,Swimming,
190079,F,20.0,166.0,58.0,Summer,Swimming,
190080,F,24.0,166.0,58.0,Summer,Swimming,
190081,F,24.0,166.0,58.0,Summer,Swimming,
190082,F,24.0,166.0,58.0,Summer,Swimming,
190083,F,24.0,166.0,58.0,Summer,Swimming,1.0
190084,F,17.0,168.0,44.0,Summer,Rhythmic Gymnastics,
190085,F,24.0,176.0,60.0,Summer,Cycling,
190086,F,24.0,176.0,60.0,Summer,Cycling,
190087,M,32.0,,,Summer,Athletics,
190088,M,28.0,182.0,96.0,Summer,Wrestling,
190089,M,24.0,185.0,99.0,Summer,Athletics,
190090,M,26.0,184.0,130.0,Summer,Archery,
190091,M,26.0,184.0,130.0,Summer,Archery,
190092,M,22.0,166.0,66.0,Summer,Football,
190093,M,29.0,205.0,99.0,Summer,Volleyball,
190094,F,27.0,172.0,53.0,Summer,Athletics,
190095,F,23.0,177.0,65.0,Summer,Tennis,
190096,M,,,,Summer,Fencing,
190097,F,26.0,159.0,50.0,Summer,Equestrianism,
190098,F,26.0,159.0,50.0,Summer,Equestrianism,
190099,M,21.0,180.0,65.0,Summer,Cycling,
190100,M,21.0,180.0,65.0,Summer,Cycling,
190101,M,19.0,175.0,62.0,Winter,Ski Jumping,
190102,M,19.0,175.0,62.0,Winter,Ski Jumping,1.0
190103,M,23.0,175.0,62.0,Winter,Ski Jumping,2.0
190104,M,23.0,175.0,62.0,Winter,Ski Jumping,
190105,M,23.0,175.0,62.0,Winter,Ski Jumping,
190106,M,24.0,176.0,73.0,Winter,Biathlon,
190107,M,28.0,176.0,73.0,Winter,Biathlon,
190108,M,28.0,176.0,73.0,Winter,Biathlon,
190109,F,20.0,178.0,73.0,Summer,Rowing,3.0
190110,M,33.0,186.0,89.0,Summer,Volleyball,
190111,M,,,,Summer,Equestrianism,
190112,M,26.0,,,Summer,Football,1.0
190113,M,28.0,186.0,110.0,Summer,Athletics,1.0
190114,M,28.0,,,Summer,Fencing,
190115,M,28.0,,,Summer,Fencing,
190116,M,23.0,182.0,82.0,Winter,Alpine Skiing,
190117,M,31.0,182.0,82.0,Winter,Alpine Skiing,
190118,M,29.0,,,Summer,Water Polo,
190119,M,19.0,,,Summer,Cycling,1.0
190120,M,26.0,192.0,90.0,Summer,Handball,
190121,M,28.0,181.0,80.0,Summer,Sailing,1.0
190122,F,29.0,182.0,73.0,Summer,Athletics,
190123,M,26.0,173.0,77.0,Winter,Ice Hockey,
190124,M,28.0,186.0,77.0,Summer,Athletics,
190125,M,28.0,160.0,59.0,Summer,Boxing,
190126,F,23.0,161.0,50.0,Summer,Archery,
190127,F,26.0,185.0,73.0,Summer,Volleyball,2.0
190128,M,19.0,191.0,83.0,Summer,Athletics,
190129,M,23.0,191.0,83.0,Summer,Athletics,
190130,M,27.0,191.0,83.0,Summer,Athletics,
190131,F,20.0,173.0,63.0,Winter,Biathlon,
190132,F,20.0,173.0,63.0,Winter,Biathlon,
190133,F,20.0,173.0,63.0,Winter,Biathlon,
190134,F,24.0,173.0,63.0,Winter,Biathlon,
190135,F,24.0,173.0,63.0,Winter,Biathlon,
190136,F,24.0,173.0,63.0,Winter,Biathlon,
190137,F,24.0,173.0,63.0,Winter,Biathlon,
190138,F,28.0,173.0,63.0,Winter,Biathlon,
190139,F,28.0,173.0,63.0,Winter,Biathlon,
190140,F,28.0,173.0,63.0,Winter,Biathlon,
190141,F,28.0,173.0,63.0,Winter,Biathlon,
190142,M,24.0,184.0,88.0,Summer,Rowing,1.0
190143,M,25.0,195.0,81.0,Summer,Volleyball,
190144,M,26.0,173.0,75.0,Winter,Snowboarding,
190145,F,22.0,181.0,82.0,Summer,Athletics,
190146,F,23.0,190.0,89.0,Summer,Basketball,
190147,F,19.0,190.0,82.0,Summer,Basketball,
190148,F,23.0,190.0,82.0,Summer,Basketball,
190149,M,22.0,167.0,78.0,Summer,Fencing,
190150,M,26.0,167.0,78.0,Summer,Fencing,
190151,M,26.0,167.0,78.0,Summer,Fencing,
190152,M,30.0,167.0,78.0,Summer,Fencing,
190153,M,30.0,167.0,78.0,Summer,Fencing,
190154,M,21.0,,,Summer,Basketball,
190155,F,25.0,168.0,47.0,Summer,Rowing,
190156,F,31.0,181.0,72.0,Summer,Water Polo,
190157,F,25.0,173.0,59.0,Summer,Rowing,
190158,M,41.0,,,Summer,Sailing,
190159,F,22.0,180.0,61.0,Summer,Athletics,
190160,M,25.0,187.0,83.0,Winter,Bobsleigh,
190161,M,25.0,187.0,83.0,Winter,Bobsleigh,
190162,M,27.0,187.0,83.0,Winter,Bobsleigh,
190163,M,27.0,187.0,83.0,Winter,Bobsleigh,
190164,M,32.0,175.0,,Summer,Shooting,
190165,M,26.0,,,Summer,Athletics,
190166,M,25.0,,,Summer,Diving,
190167,F,30.0,178.0,58.0,Summer,Equestrianism,
190168,F,30.0,178.0,58.0,Summer,Equestrianism,
190169,M,24.0,170.0,68.0,Summer,Sailing,
190170,M,20.0,183.0,88.0,Summer,Equestrianism,
190171,M,20.0,183.0,88.0,Summer,Equestrianism,
190172,M,24.0,183.0,88.0,Summer,Equestrianism,
190173,M,24.0,183.0,88.0,Summer,Equestrianism,2.0
190174,M,28.0,183.0,88.0,Summer,Equestrianism,
190175,M,28.0,183.0,88.0,Summer,Equestrianism,2.0
190176,M,32.0,183.0,88.0,Summer,Equestrianism,
190177,M,32.0,183.0,88.0,Summer,Equestrianism,2.0
190178,M,36.0,183.0,88.0,Summer,Equestrianism,2.0
190179,M,36.0,183.0,88.0,Summer,Equestrianism,3.0
190180,M,44.0,183.0,88.0,Summer,Equestrianism,
190181,M,44.0,183.0,88.0,Summer,Equestrianism,3.0
190182,M,52.0,183.0,88.0,Summer,Equestrianism,
190183,M,52.0,183.0,88.0,Summer,Equestrianism,
190184,M,25.0,178.0,80.0,Summer,Table Tennis,
190185,M,21.0,196.0,95.0,Summer,Rowing,
190186,M,,,,Summer,Wrestling,
190187,M,26.0,,,Winter,Cross Country Skiing,
190188,M,26.0,,,Summer,Cycling,
190189,M,26.0,,,Winter,Cross Country Skiing,
190190,M,26.0,,,Summer,Cycling,
190191,M,31.0,,,Summer,Cycling,
190192,M,29.0,172.0,65.0,Summer,Fencing,2.0
190193,M,33.0,172.0,65.0,Summer,Fencing,
190194,M,33.0,172.0,65.0,Summer,Fencing,3.0
190195,M,59.0,,,Summer,Art Competitions,
190196,F,26.0,162.0,50.0,Summer,Athletics,
190197,F,30.0,162.0,50.0,Summer,Athletics,
190198,F,30.0,162.0,50.0,Summer,Athletics,
190199,M,34.0,,,Summer,Modern Pentathlon,
190200,M,27.0,,,Summer,Fencing,
190201,M,30.0,191.0,95.0,Summer,Swimming,1.0
190202,M,30.0,191.0,95.0,Summer,Swimming,3.0
190203,M,19.0,193.0,75.0,Summer,Swimming,
190204,M,19.0,193.0,75.0,Summer,Swimming,
190205,M,22.0,174.0,74.0,Summer,Hockey,
190206,M,30.0,174.0,74.0,Summer,Hockey,
190207,M,28.0,189.0,120.0,Summer,Athletics,
190208,F,19.0,172.0,60.0,Summer,Badminton,
190209,F,23.0,172.0,60.0,Summer,Badminton,
190210,M,,,,Summer,Art Competitions,
190211,M,24.0,175.0,85.0,Winter,Ice Hockey,
190212,M,28.0,175.0,85.0,Winter,Ice Hockey,
190213,M,32.0,175.0,85.0,Winter,Ice Hockey,
190214,M,36.0,175.0,85.0,Winter,Ice Hockey,
190215,M,23.0,182.0,72.0,Summer,Cycling,
190216,F,21.0,185.0,80.0,Summer,Basketball,
190217,M,22.0,180.0,91.0,Winter,Ice Hockey,
190218,M,29.0,,,Summer,Gymnastics,1.0
190219,M,21.0,168.0,66.0,Summer,Gymnastics,
190220,M,21.0,168.0,66.0,Summer,Gymnastics,
190221,M,21.0,168.0,66.0,Summer,Gymnastics,
190222,M,21.0,168.0,66.0,Summer,Gymnastics,
190223,M,21.0,168.0,66.0,Summer,Gymnastics,
190224,M,22.0,185.0,84.0,Winter,Curling,
190225,M,36.0,172.0,83.0,Summer,Weightlifting,3.0
190226,M,19.0,178.0,72.0,Winter,Figure Skating,2.0
190227,M,23.0,178.0,72.0,Winter,Figure Skating,3.0
190228,M,27.0,178.0,72.0,Winter,Figure Skating,2.0
190229,M,31.0,178.0,72.0,Winter,Figure Skating,3.0
190230,M,28.0,190.0,90.0,Summer,Rowing,
190231,M,,,,Summer,Athletics,
190232,M,,,,Summer,Athletics,
190233,M,26.0,182.0,89.0,Winter,Bobsleigh,
190234,M,21.0,184.0,82.0,Summer,Athletics,
190235,M,25.0,184.0,82.0,Summer,Athletics,
190236,M,25.0,184.0,82.0,Summer,Athletics,
190237,M,31.0,,,Winter,Alpine Skiing,
190238,M,31.0,,,Winter,Alpine Skiing,
190239,M,23.0,186.0,83.0,Winter,Biathlon,
190240,M,23.0,186.0,83.0,Winter,Biathlon,
190241,M,30.0,186.0,83.0,Winter,Biathlon,
190242,M,30.0,186.0,83.0,Winter,Biathlon,
190243,M,30.0,186.0,83.0,Winter,Biathlon,
190244,M,30.0,186.0,83.0,Winter,Biathlon,
190245,M,28.0,180.0,80.0,Summer,Handball,
190246,M,26.0,175.0,70.0,Summer,Diving,
190247,M,30.0,175.0,70.0,Summer,Diving,
190248,F,24.0,180.0,97.0,Summer,Athletics,
190249,F,28.0,180.0,97.0,Summer,Athletics,
190250,F,32.0,180.0,97.0,Summer,Athletics,
190251,M,23.0,,,Summer,Athletics,
190252,M,23.0,,,Summer,Athletics,
190253,M,23.0,,,Summer,Athletics,1.0
190254,M,23.0,,,Summer,Athletics,1.0
190255,M,31.0,170.0,68.0,Summer,Wrestling,
190256,M,22.0,185.0,75.0,Summer,Athletics,
190257,F,20.0,160.0,75.0,Summer,Weightlifting,
190258,M,25.0,181.0,84.0,Summer,Hockey,
190259,F,19.0,191.0,78.0,Summer,Basketball,
190260,M,25.0,178.0,70.0,Summer,Athletics,2.0
190261,F,21.0,183.0,82.0,Summer,Rowing,
190262,F,26.0,183.0,82.0,Summer,Rowing,
190263,F,22.0,178.0,70.0,Summer,Fencing,
190264,F,26.0,178.0,70.0,Summer,Fencing,
190265,F,21.0,163.0,65.0,Summer,Weightlifting,
190266,M,23.0,183.0,77.0,Summer,Badminton,
190267,M,20.0,182.0,80.0,Summer,Canoeing,
190268,M,24.0,182.0,80.0,Summer,Canoeing,
190269,M,28.0,182.0,80.0,Summer,Canoeing,
190270,M,32.0,182.0,80.0,Summer,Canoeing,
190271,M,18.0,177.0,57.0,Winter,Ski Jumping,
190272,M,18.0,177.0,57.0,Winter,Ski Jumping,
190273,M,18.0,177.0,57.0,Winter,Ski Jumping,
190274,M,20.0,184.0,82.0,Winter,Luge,
190275,M,24.0,184.0,82.0,Winter,Luge,
190276,M,26.0,196.0,86.0,Summer,Basketball,
190277,M,18.0,179.0,76.0,Winter,Ice Hockey,
190278,M,26.0,179.0,76.0,Winter,Ice Hockey,
190279,M,30.0,179.0,76.0,Winter,Ice Hockey,
190280,M,25.0,181.0,80.0,Summer,Canoeing,
190281,M,20.0,184.0,94.0,Winter,Ice Hockey,
190282,M,32.0,184.0,94.0,Winter,Ice Hockey,
190283,M,20.0,,,Winter,Figure Skating,
190284,M,32.0,196.0,98.0,Summer,Beach Volleyball,
190285,M,,,,Summer,Shooting,
190286,M,21.0,182.0,72.0,Summer,Football,
190287,M,26.0,,,Summer,Athletics,
190288,M,26.0,,,Summer,Athletics,
190289,M,24.0,195.0,93.0,Summer,Water Polo,3.0
190290,M,28.0,195.0,93.0,Summer,Water Polo,1.0
190291,M,32.0,195.0,93.0,Summer,Water Polo,2.0
190292,M,27.0,183.0,114.0,Summer,Athletics,
190293,M,22.0,,,Winter,Alpine Skiing,1.0
190294,M,26.0,,,Winter,Alpine Skiing,
190295,F,21.0,163.0,63.0,Winter,Biathlon,
190296,M,40.0,180.0,82.0,Summer,Fencing,
190297,M,23.0,180.0,95.0,Summer,Judo,
190298,M,24.0,,,Summer,Water Polo,
190299,M,25.0,,,Summer,Rowing,1.0
190300,M,,,,Summer,Art Competitions,
190301,F,18.0,170.0,60.0,Summer,Swimming,
190302,F,18.0,170.0,60.0,Summer,Swimming,
190303,F,18.0,170.0,60.0,Summer,Swimming,
190304,M,24.0,,,Summer,Water Polo,
190305,M,,,,Summer,Sailing,
190306,M,19.0,161.0,56.0,Summer,Gymnastics,
190307,M,19.0,161.0,56.0,Summer,Gymnastics,3.0
190308,M,19.0,161.0,56.0,Summer,Gymnastics,
190309,M,19.0,161.0,56.0,Summer,Gymnastics,
190310,M,19.0,161.0,56.0,Summer,Gymnastics,
190311,M,19.0,161.0,56.0,Summer,Gymnastics,
190312,M,19.0,161.0,56.0,Summer,Gymnastics,
190313,M,19.0,161.0,56.0,Summer,Gymnastics,
190314,M,23.0,161.0,56.0,Summer,Gymnastics,
190315,M,23.0,161.0,56.0,Summer,Gymnastics,1.0
190316,M,23.0,161.0,56.0,Summer,Gymnastics,
190317,M,23.0,161.0,56.0,Summer,Gymnastics,
190318,M,23.0,161.0,56.0,Summer,Gymnastics,
